sid,name,time,lat,lon
2018280N18273,MICHAEL,2018-10-15 18:00:00,41.2,-10.0
2018300N25315,OSCAR,2018-10-26 18:00:00,25.4,-45.3
2018300N25315,OSCAR,2018-10-26 21:00:00,25.9,-45.2
2018300N25315,OSCAR,2018-10-27 00:00:00,26.4,-45.3
2018300N25315,OSCAR,2018-10-27 03:00:00,26.8,-45.8
2018300N25315,OSCAR,2018-10-27 06:00:00,27.1,-46.5
2018300N25315,OSCAR,2018-10-27 09:00:00,27.3,-47.2
2018300N25315,OSCAR,2018-10-27 12:00:00,27.4,-48.0
2018300N25315,OSCAR,2018-10-27 15:00:00,27.4,-49.0
2018300N25315,OSCAR,2018-10-27 18:00:00,27.1,-49.9
2018300N25315,OSCAR,2018-10-27 21:00:00,26.5,-50.6
2018300N25315,OSCAR,2018-10-28 00:00:00,25.9,-51.1
2018300N25315,OSCAR,2018-10-28 03:00:00,25.6,-51.6
2018300N25315,OSCAR,2018-10-28 06:00:00,25.4,-52.0
2018300N25315,OSCAR,2018-10-28 09:00:00,25.3,-52.5
2018300N25315,OSCAR,2018-10-28 12:00:00,25.4,-53.1
2018300N25315,OSCAR,2018-10-28 15:00:00,25.6,-53.9
2018300N25315,OSCAR,2018-10-28 18:00:00,25.7,-54.8
2018300N25315,OSCAR,2018-10-28 21:00:00,25.6,-55.6
2018300N25315,OSCAR,2018-10-29 00:00:00,25.5,-56.4
2018300N25315,OSCAR,2018-10-29 03:00:00,25.5,-57.0
2018300N25315,OSCAR,2018-10-29 06:00:00,25.5,-57.5
2018300N25315,OSCAR,2018-10-29 09:00:00,25.6,-57.9
2018300N25315,OSCAR,2018-10-29 12:00:00,25.7,-58.1
2018300N25315,OSCAR,2018-10-29 15:00:00,25.9,-58.3
2018300N25315,OSCAR,2018-10-29 18:00:00,26.2,-58.5
2018300N25315,OSCAR,2018-10-29 21:00:00,26.6,-58.5
2018300N25315,OSCAR,2018-10-30 00:00:00,27.0,-58.5
2018300N25315,OSCAR,2018-10-30 03:00:00,27.5,-58.5
2018300N25315,OSCAR,2018-10-30 06:00:00,28.0,-58.4
2018300N25315,OSCAR,2018-10-30 09:00:00,28.5,-58.2
2018300N25315,OSCAR,2018-10-30 12:00:00,29.0,-58.0
2018300N25315,OSCAR,2018-10-30 15:00:00,29.6,-57.7
2018300N25315,OSCAR,2018-10-30 18:00:00,30.3,-57.3
2018300N25315,OSCAR,2018-10-30 21:00:00,31.0,-56.7
2018300N25315,OSCAR,2018-10-31 00:00:00,31.7,-56.0
2018300N25315,OSCAR,2018-10-31 03:00:00,32.3,-55.4
2018300N25315,OSCAR,2018-10-31 06:00:00,33.0,-54.6
2018300N25315,OSCAR,2018-10-31 09:00:00,34.1,-53.5
2018300N25315,OSCAR,2018-10-31 12:00:00,35.4,-52.4
2018300N25315,OSCAR,2018-10-31 15:00:00,36.7,-51.4
2018300N25315,OSCAR,2018-10-31 18:00:00,38.0,-50.5
2018300N25315,OSCAR,2018-10-31 21:00:00,39.3,-49.6
2018300N25315,OSCAR,2018-11-01 00:00:00,40.7,-48.7
2018300N25315,OSCAR,2018-11-01 03:00:00,42.1,-47.8
2018300N25315,OSCAR,2018-11-01 06:00:00,43.4,-46.9
2018300N25315,OSCAR,2018-11-01 09:00:00,44.7,-45.9
2018300N25315,OSCAR,2018-11-01 12:00:00,46.0,-44.7
2018300N25315,OSCAR,2018-11-01 15:00:00,47.1,-43.3
2018300N25315,OSCAR,2018-11-01 18:00:00,48.2,-41.8
2018300N25315,OSCAR,2018-11-01 21:00:00,49.3,-40.2
2018300N25315,OSCAR,2018-11-02 00:00:00,50.3,-38.6
2018300N25315,OSCAR,2018-11-02 03:00:00,51.4,-37.0
2018300N25315,OSCAR,2018-11-02 06:00:00,52.3,-35.5
2018300N25315,OSCAR,2018-11-02 09:00:00,52.9,-34.3
2018300N25315,OSCAR,2018-11-02 12:00:00,53.4,-33.1
2018300N25315,OSCAR,2018-11-02 15:00:00,53.8,-31.8
2018300N25315,OSCAR,2018-11-02 18:00:00,54.2,-30.4
2018300N25315,OSCAR,2018-11-02 21:00:00,54.7,-28.7
2018300N25315,OSCAR,2018-11-03 00:00:00,55.3,-26.8
2018300N25315,OSCAR,2018-11-03 03:00:00,55.9,-24.9
2018300N25315,OSCAR,2018-11-03 06:00:00,56.6,-23.1
2018300N25315,OSCAR,2018-11-03 09:00:00,57.3,-21.3
2018300N25315,OSCAR,2018-11-03 12:00:00,57.9,-19.6
2018300N25315,OSCAR,2018-11-03 15:00:00,58.4,-18.3
2018300N25315,OSCAR,2018-11-03 18:00:00,58.9,-17.1
2018300N25315,OSCAR,2018-11-03 21:00:00,59.3,-15.8
2018300N25315,OSCAR,2018-11-04 00:00:00,59.8,-14.5
2018300N25315,OSCAR,2018-11-04 03:00:00,60.2,-13.3
2018300N25315,OSCAR,2018-11-04 06:00:00,60.8,-12.1
2018300N25315,OSCAR,2018-11-04 09:00:00,61.5,-10.7
2018300N25315,OSCAR,2018-11-04 12:00:00,62.4,-9.1
2019192N29274,BARRY,2019-07-10 12:00:00,28.5,-86.5
2019192N29274,BARRY,2019-07-10 15:00:00,28.3,-86.8
2019192N29274,BARRY,2019-07-10 18:00:00,28.1,-87.1
2019192N29274,BARRY,2019-07-10 21:00:00,27.9,-87.4
2019192N29274,BARRY,2019-07-11 00:00:00,27.8,-87.6
2019192N29274,BARRY,2019-07-11 03:00:00,27.7,-87.8
2019192N29274,BARRY,2019-07-11 06:00:00,27.7,-88.0
2019192N29274,BARRY,2019-07-11 09:00:00,27.7,-88.2
2019192N29274,BARRY,2019-07-11 12:00:00,27.7,-88.4
2019192N29274,BARRY,2019-07-11 15:00:00,27.7,-88.6
2019192N29274,BARRY,2019-07-11 18:00:00,27.7,-88.8
2019192N29274,BARRY,2019-07-11 21:00:00,27.7,-89.0
2019192N29274,BARRY,2019-07-12 00:00:00,27.8,-89.2
2019192N29274,BARRY,2019-07-12 03:00:00,27.8,-89.4
2019192N29274,BARRY,2019-07-12 06:00:00,27.9,-89.7
2019192N29274,BARRY,2019-07-12 09:00:00,28.0,-90.0
2019192N29274,BARRY,2019-07-12 12:00:00,28.1,-90.2
2019192N29274,BARRY,2019-07-12 15:00:00,28.2,-90.5
2019192N29274,BARRY,2019-07-12 18:00:00,28.4,-90.7
2019192N29274,BARRY,2019-07-12 21:00:00,28.5,-90.9
2019192N29274,BARRY,2019-07-13 00:00:00,28.6,-91.1
2019192N29274,BARRY,2019-07-13 03:00:00,28.7,-91.3
2019192N29274,BARRY,2019-07-13 06:00:00,28.9,-91.5
2019192N29274,BARRY,2019-07-13 09:00:00,29.1,-91.7
2019192N29274,BARRY,2019-07-13 12:00:00,29.3,-91.9
2019192N29274,BARRY,2019-07-13 15:00:00,29.6,-92.2
2019192N29274,BARRY,2019-07-13 18:00:00,29.9,-92.4
2019192N29274,BARRY,2019-07-13 21:00:00,30.2,-92.6
2019192N29274,BARRY,2019-07-14 00:00:00,30.4,-92.8
2019192N29274,BARRY,2019-07-14 03:00:00,30.7,-93.0
2019192N29274,BARRY,2019-07-14 06:00:00,31.0,-93.2
2019192N29274,BARRY,2019-07-14 09:00:00,31.3,-93.4
2019192N29274,BARRY,2019-07-14 12:00:00,31.6,-93.5
2019192N29274,BARRY,2019-07-14 15:00:00,31.9,-93.6
2019192N29274,BARRY,2019-07-14 18:00:00,32.3,-93.6
2019192N29274,BARRY,2019-07-14 21:00:00,32.6,-93.6
2019192N29274,BARRY,2019-07-15 00:00:00,33.0,-93.6
2019192N29274,BARRY,2019-07-15 03:00:00,33.4,-93.6
2019192N29274,BARRY,2019-07-15 06:00:00,33.9,-93.6
2019192N29274,BARRY,2019-07-15 09:00:00,34.3,-93.6
2019192N29274,BARRY,2019-07-15 12:00:00,34.7,-93.6
2019192N29274,BARRY,2019-07-15 15:00:00,35.1,-93.6
2019192N29274,BARRY,2019-07-15 18:00:00,35.5,-93.5
2019192N29274,BARRY,2019-07-15 21:00:00,35.9,-93.4
2019192N29274,BARRY,2019-07-16 00:00:00,36.3,-93.3
2019192N29274,BARRY,2019-07-16 03:00:00,36.7,-93.1
2019192N29274,BARRY,2019-07-16 06:00:00,37.2,-92.9
2019236N10314,DORIAN,2019-08-24 06:00:00,10.3,-46.4
2019236N10314,DORIAN,2019-08-24 09:00:00,10.3,-46.9
2019236N10314,DORIAN,2019-08-24 12:00:00,10.4,-47.5
2019236N10314,DORIAN,2019-08-24 15:00:00,10.5,-48.1
2019236N10314,DORIAN,2019-08-24 18:00:00,10.6,-48.7
2019236N10314,DORIAN,2019-08-24 21:00:00,10.7,-49.3
2019236N10314,DORIAN,2019-08-25 00:00:00,10.8,-49.9
2019236N10314,DORIAN,2019-08-25 03:00:00,10.9,-50.4
2019236N10314,DORIAN,2019-08-25 06:00:00,11.0,-51.0
2019236N10314,DORIAN,2019-08-25 09:00:00,11.1,-51.6
2019236N10314,DORIAN,2019-08-25 12:00:00,11.2,-52.3
2019236N10314,DORIAN,2019-08-25 15:00:00,11.3,-52.9
2019236N10314,DORIAN,2019-08-25 18:00:00,11.4,-53.5
2019236N10314,DORIAN,2019-08-25 21:00:00,11.5,-54.1
2019236N10314,DORIAN,2019-08-26 00:00:00,11.6,-54.7
2019236N10314,DORIAN,2019-08-26 03:00:00,11.7,-55.4
2019236N10314,DORIAN,2019-08-26 06:00:00,11.9,-56.0
2019236N10314,DORIAN,2019-08-26 09:00:00,12.0,-56.6
2019236N10314,DORIAN,2019-08-26 12:00:00,12.2,-57.2
2019236N10314,DORIAN,2019-08-26 15:00:00,12.4,-57.8
2019236N10314,DORIAN,2019-08-26 18:00:00,12.6,-58.3
2019236N10314,DORIAN,2019-08-26 21:00:00,12.8,-58.8
2019236N10314,DORIAN,2019-08-27 00:00:00,13.0,-59.2
2019236N10314,DORIAN,2019-08-27 01:30:00,13.1,-59.4
2019236N10314,DORIAN,2019-08-27 03:00:00,13.2,-59.6
2019236N10314,DORIAN,2019-08-27 06:00:00,13.5,-60.2
2019236N10314,DORIAN,2019-08-27 09:00:00,13.7,-60.5
2019236N10314,DORIAN,2019-08-27 11:00:00,14.0,-60.9
2019236N10314,DORIAN,2019-08-27 12:00:00,14.2,-61.2
2019236N10314,DORIAN,2019-08-27 15:00:00,14.7,-61.7
2019236N10314,DORIAN,2019-08-27 18:00:00,15.0,-62.0
2019236N10314,DORIAN,2019-08-27 21:00:00,15.4,-62.4
2019236N10314,DORIAN,2019-08-28 00:00:00,15.7,-62.8
2019236N10314,DORIAN,2019-08-28 03:00:00,16.0,-63.2
2019236N10314,DORIAN,2019-08-28 06:00:00,16.4,-63.5
2019236N10314,DORIAN,2019-08-28 09:00:00,16.8,-63.9
2019236N10314,DORIAN,2019-08-28 12:00:00,17.3,-64.2
2019236N10314,DORIAN,2019-08-28 15:00:00,17.7,-64.5
2019236N10314,DORIAN,2019-08-28 15:30:00,17.8,-64.6
2019236N10314,DORIAN,2019-08-28 18:00:00,18.4,-65.1
2019236N10314,DORIAN,2019-08-28 21:00:00,18.9,-65.5
2019236N10314,DORIAN,2019-08-29 00:00:00,19.2,-65.7
2019236N10314,DORIAN,2019-08-29 03:00:00,19.6,-66.0
2019236N10314,DORIAN,2019-08-29 06:00:00,20.0,-66.3
2019236N10314,DORIAN,2019-08-29 09:00:00,20.5,-66.6
2019236N10314,DORIAN,2019-08-29 12:00:00,21.0,-66.9
2019236N10314,DORIAN,2019-08-29 15:00:00,21.5,-67.2
2019236N10314,DORIAN,2019-08-29 18:00:00,22.0,-67.4
2019236N10314,DORIAN,2019-08-29 21:00:00,22.4,-67.7
2019236N10314,DORIAN,2019-08-30 00:00:00,22.8,-68.0
2019236N10314,DORIAN,2019-08-30 03:00:00,23.2,-68.4
2019236N10314,DORIAN,2019-08-30 06:00:00,23.5,-68.8
2019236N10314,DORIAN,2019-08-30 09:00:00,23.9,-69.2
2019236N10314,DORIAN,2019-08-30 12:00:00,24.3,-69.5
2019236N10314,DORIAN,2019-08-30 15:00:00,24.6,-69.9
2019236N10314,DORIAN,2019-08-30 18:00:00,24.8,-70.3
2019236N10314,DORIAN,2019-08-30 21:00:00,25.1,-70.7
2019236N10314,DORIAN,2019-08-31 00:00:00,25.3,-71.1
2019236N10314,DORIAN,2019-08-31 03:00:00,25.5,-71.6
2019236N10314,DORIAN,2019-08-31 06:00:00,25.6,-72.1
2019236N10314,DORIAN,2019-08-31 09:00:00,25.8,-72.6
2019236N10314,DORIAN,2019-08-31 12:00:00,25.9,-73.0
2019236N10314,DORIAN,2019-08-31 15:00:00,26.0,-73.5
2019236N10314,DORIAN,2019-08-31 18:00:00,26.1,-74.0
2019236N10314,DORIAN,2019-08-31 21:00:00,26.2,-74.4
2019236N10314,DORIAN,2019-09-01 00:00:00,26.3,-74.7
2019236N10314,DORIAN,2019-09-01 03:00:00,26.4,-75.1
2019236N10314,DORIAN,2019-09-01 06:00:00,26.4,-75.6
2019236N10314,DORIAN,2019-09-01 09:00:00,26.5,-76.1
2019236N10314,DORIAN,2019-09-01 12:00:00,26.5,-76.5
2019236N10314,DORIAN,2019-09-01 15:00:00,26.5,-76.8
2019236N10314,DORIAN,2019-09-01 16:40:00,26.5,-77.0
2019236N10314,DORIAN,2019-09-01 18:00:00,26.5,-77.1
2019236N10314,DORIAN,2019-09-01 21:00:00,26.5,-77.4
2019236N10314,DORIAN,2019-09-02 00:00:00,26.6,-77.7
2019236N10314,DORIAN,2019-09-02 02:15:00,26.6,-77.8
2019236N10314,DORIAN,2019-09-02 03:00:00,26.6,-77.8
2019236N10314,DORIAN,2019-09-02 06:00:00,26.6,-78.0
2019236N10314,DORIAN,2019-09-02 09:00:00,26.6,-78.2
2019236N10314,DORIAN,2019-09-02 12:00:00,26.7,-78.3
2019236N10314,DORIAN,2019-09-02 15:00:00,26.7,-78.4
2019236N10314,DORIAN,2019-09-02 18:00:00,26.8,-78.4
2019236N10314,DORIAN,2019-09-02 21:00:00,26.9,-78.5
2019236N10314,DORIAN,2019-09-03 00:00:00,26.9,-78.5
2019236N10314,DORIAN,2019-09-03 03:00:00,26.9,-78.5
2019236N10314,DORIAN,2019-09-03 06:00:00,27.0,-78.5
2019236N10314,DORIAN,2019-09-03 09:00:00,27.0,-78.5
2019236N10314,DORIAN,2019-09-03 12:00:00,27.1,-78.5
2019236N10314,DORIAN,2019-09-03 15:00:00,27.3,-78.5
2019236N10314,DORIAN,2019-09-03 18:00:00,27.6,-78.6
2019236N10314,DORIAN,2019-09-03 21:00:00,27.8,-78.7
2019236N10314,DORIAN,2019-09-04 00:00:00,28.1,-78.8
2019236N10314,DORIAN,2019-09-04 03:00:00,28.4,-79.0
2019236N10314,DORIAN,2019-09-04 06:00:00,28.8,-79.2
2019236N10314,DORIAN,2019-09-04 09:00:00,29.2,-79.4
2019236N10314,DORIAN,2019-09-04 12:00:00,29.5,-79.6
2019236N10314,DORIAN,2019-09-04 15:00:00,29.8,-79.7
2019236N10314,DORIAN,2019-09-04 18:00:00,30.1,-79.7
2019236N10314,DORIAN,2019-09-04 21:00:00,30.4,-79.7
2019236N10314,DORIAN,2019-09-05 00:00:00,30.7,-79.7
2019236N10314,DORIAN,2019-09-05 03:00:00,31.0,-79.7
2019236N10314,DORIAN,2019-09-05 06:00:00,31.4,-79.6
2019236N10314,DORIAN,2019-09-05 09:00:00,31.8,-79.4
2019236N10314,DORIAN,2019-09-05 12:00:00,32.1,-79.2
2019236N10314,DORIAN,2019-09-05 15:00:00,32.4,-79.1
2019236N10314,DORIAN,2019-09-05 18:00:00,32.7,-78.9
2019236N10314,DORIAN,2019-09-05 21:00:00,33.0,-78.5
2019236N10314,DORIAN,2019-09-06 00:00:00,33.4,-77.9
2019236N10314,DORIAN,2019-09-06 03:00:00,33.7,-77.4
2019236N10314,DORIAN,2019-09-06 06:00:00,34.1,-76.9
2019236N10314,DORIAN,2019-09-06 09:00:00,34.6,-76.3
2019236N10314,DORIAN,2019-09-06 12:00:00,35.1,-75.7
2019236N10314,DORIAN,2019-09-06 12:30:00,35.2,-75.6
2019236N10314,DORIAN,2019-09-06 15:00:00,35.7,-74.9
2019236N10314,DORIAN,2019-09-06 18:00:00,36.2,-73.7
2019236N10314,DORIAN,2019-09-06 21:00:00,36.8,-72.5
2019236N10314,DORIAN,2019-09-07 00:00:00,37.4,-71.2
2019236N10314,DORIAN,2019-09-07 03:00:00,38.1,-70.0
2019236N10314,DORIAN,2019-09-07 06:00:00,38.9,-68.9
2019236N10314,DORIAN,2019-09-07 09:00:00,39.8,-67.9
2019236N10314,DORIAN,2019-09-07 12:00:00,40.8,-66.9
2019236N10314,DORIAN,2019-09-07 15:00:00,41.8,-65.7
2019236N10314,DORIAN,2019-09-07 18:00:00,42.8,-64.6
2019236N10314,DORIAN,2019-09-07 21:00:00,44.0,-63.7
2019236N10314,DORIAN,2019-09-08 00:00:00,45.2,-62.9
2019236N10314,DORIAN,2019-09-08 03:00:00,46.4,-62.4
2019236N10314,DORIAN,2019-09-08 06:00:00,47.6,-61.9
2019236N10314,DORIAN,2019-09-08 09:00:00,48.6,-61.3
2019236N10314,DORIAN,2019-09-08 12:00:00,49.4,-60.4
2019236N10314,DORIAN,2019-09-08 15:00:00,50.2,-59.3
2019236N10314,DORIAN,2019-09-08 18:00:00,50.8,-57.9
2019236N10314,DORIAN,2019-09-08 21:00:00,51.3,-56.4
2019236N10314,DORIAN,2019-09-09 00:00:00,51.6,-54.8
2019256N23286,HUMBERTO,2019-09-12 12:00:00,23.0,-74.2
2019256N23286,HUMBERTO,2019-09-12 15:00:00,23.2,-74.3
2019256N23286,HUMBERTO,2019-09-12 18:00:00,23.4,-74.3
2019256N23286,HUMBERTO,2019-09-12 21:00:00,23.6,-74.3
2019256N23286,HUMBERTO,2019-09-13 00:00:00,23.8,-74.3
2019256N23286,HUMBERTO,2019-09-13 03:00:00,24.0,-74.3
2019256N23286,HUMBERTO,2019-09-13 06:00:00,24.2,-74.4
2019256N23286,HUMBERTO,2019-09-13 09:00:00,24.4,-74.4
2019256N23286,HUMBERTO,2019-09-13 12:00:00,24.7,-74.5
2019256N23286,HUMBERTO,2019-09-13 15:00:00,25.0,-74.6
2019256N23286,HUMBERTO,2019-09-13 18:00:00,25.2,-74.7
2019256N23286,HUMBERTO,2019-09-13 21:00:00,25.4,-74.9
2019256N23286,HUMBERTO,2019-09-14 00:00:00,25.6,-75.2
2019256N23286,HUMBERTO,2019-09-14 03:00:00,25.8,-75.5
2019256N23286,HUMBERTO,2019-09-14 06:00:00,26.0,-75.9
2019256N23286,HUMBERTO,2019-09-14 09:00:00,26.2,-76.2
2019256N23286,HUMBERTO,2019-09-14 12:00:00,26.5,-76.5
2019256N23286,HUMBERTO,2019-09-14 15:00:00,26.7,-76.8
2019256N23286,HUMBERTO,2019-09-14 18:00:00,27.0,-77.0
2019256N23286,HUMBERTO,2019-09-14 21:00:00,27.2,-77.2
2019256N23286,HUMBERTO,2019-09-15 00:00:00,27.5,-77.3
2019256N23286,HUMBERTO,2019-09-15 03:00:00,27.7,-77.5
2019256N23286,HUMBERTO,2019-09-15 06:00:00,28.0,-77.6
2019256N23286,HUMBERTO,2019-09-15 09:00:00,28.3,-77.8
2019256N23286,HUMBERTO,2019-09-15 12:00:00,28.6,-77.9
2019256N23286,HUMBERTO,2019-09-15 15:00:00,28.9,-78.0
2019256N23286,HUMBERTO,2019-09-15 18:00:00,29.1,-78.1
2019256N23286,HUMBERTO,2019-09-15 21:00:00,29.2,-78.0
2019256N23286,HUMBERTO,2019-09-16 00:00:00,29.2,-77.8
2019256N23286,HUMBERTO,2019-09-16 03:00:00,29.3,-77.6
2019256N23286,HUMBERTO,2019-09-16 06:00:00,29.5,-77.3
2019256N23286,HUMBERTO,2019-09-16 09:00:00,29.6,-77.0
2019256N23286,HUMBERTO,2019-09-16 12:00:00,29.8,-76.7
2019256N23286,HUMBERTO,2019-09-16 15:00:00,30.0,-76.4
2019256N23286,HUMBERTO,2019-09-16 18:00:00,30.1,-76.1
2019256N23286,HUMBERTO,2019-09-16 21:00:00,30.2,-75.8
2019256N23286,HUMBERTO,2019-09-17 00:00:00,30.3,-75.4
2019256N23286,HUMBERTO,2019-09-17 03:00:00,30.4,-75.1
2019256N23286,HUMBERTO,2019-09-17 06:00:00,30.5,-74.7
2019256N23286,HUMBERTO,2019-09-17 09:00:00,30.6,-74.3
2019256N23286,HUMBERTO,2019-09-17 12:00:00,30.7,-73.8
2019256N23286,HUMBERTO,2019-09-17 15:00:00,30.8,-73.4
2019256N23286,HUMBERTO,2019-09-17 18:00:00,30.9,-72.9
2019256N23286,HUMBERTO,2019-09-17 21:00:00,31.0,-72.3
2019256N23286,HUMBERTO,2019-09-18 00:00:00,31.2,-71.6
2019256N23286,HUMBERTO,2019-09-18 03:00:00,31.3,-71.0
2019256N23286,HUMBERTO,2019-09-18 06:00:00,31.5,-70.3
2019256N23286,HUMBERTO,2019-09-18 09:00:00,31.7,-69.6
2019256N23286,HUMBERTO,2019-09-18 12:00:00,32.0,-68.8
2019256N23286,HUMBERTO,2019-09-18 15:00:00,32.2,-68.1
2019256N23286,HUMBERTO,2019-09-18 18:00:00,32.5,-67.2
2019256N23286,HUMBERTO,2019-09-18 21:00:00,32.8,-66.1
2019256N23286,HUMBERTO,2019-09-19 00:00:00,33.2,-65.0
2019256N23286,HUMBERTO,2019-09-19 03:00:00,33.8,-64.0
2019256N23286,HUMBERTO,2019-09-19 06:00:00,34.5,-62.9
2019256N23286,HUMBERTO,2019-09-19 09:00:00,35.2,-61.8
2019256N23286,HUMBERTO,2019-09-19 12:00:00,36.0,-60.8
2019256N23286,HUMBERTO,2019-09-19 15:00:00,36.9,-60.0
2019256N23286,HUMBERTO,2019-09-19 18:00:00,37.7,-59.3
2019256N23286,HUMBERTO,2019-09-19 21:00:00,38.4,-58.8
2019256N23286,HUMBERTO,2019-09-20 00:00:00,39.1,-58.5
2019256N23286,HUMBERTO,2019-09-20 03:00:00,39.8,-58.2
2019256N23286,HUMBERTO,2019-09-20 06:00:00,40.4,-58.0
2019256N23286,HUMBERTO,2019-09-20 09:00:00,41.0,-57.8
2019256N23286,HUMBERTO,2019-09-20 12:00:00,41.5,-57.5
2019260N13317,JERRY,2019-09-17 00:00:00,12.6,-42.6
2019260N13317,JERRY,2019-09-17 03:00:00,12.7,-43.1
2019260N13317,JERRY,2019-09-17 06:00:00,12.8,-43.5
2019260N13317,JERRY,2019-09-17 09:00:00,12.9,-43.9
2019260N13317,JERRY,2019-09-17 12:00:00,13.0,-44.4
2019260N13317,JERRY,2019-09-17 15:00:00,13.1,-44.9
2019260N13317,JERRY,2019-09-17 18:00:00,13.3,-45.4
2019260N13317,JERRY,2019-09-17 21:00:00,13.4,-45.8
2019260N13317,JERRY,2019-09-18 00:00:00,13.6,-46.3
2019260N13317,JERRY,2019-09-18 03:00:00,13.8,-46.8
2019260N13317,JERRY,2019-09-18 06:00:00,14.0,-47.4
2019260N13317,JERRY,2019-09-18 09:00:00,14.2,-48.0
2019260N13317,JERRY,2019-09-18 12:00:00,14.4,-48.6
2019260N13317,JERRY,2019-09-18 15:00:00,14.6,-49.2
2019260N13317,JERRY,2019-09-18 18:00:00,14.8,-49.9
2019260N13317,JERRY,2019-09-18 21:00:00,15.0,-50.6
2019260N13317,JERRY,2019-09-19 00:00:00,15.2,-51.2
2019260N13317,JERRY,2019-09-19 03:00:00,15.5,-51.9
2019260N13317,JERRY,2019-09-19 06:00:00,15.8,-52.5
2019260N13317,JERRY,2019-09-19 09:00:00,16.1,-53.1
2019260N13317,JERRY,2019-09-19 12:00:00,16.5,-53.8
2019260N13317,JERRY,2019-09-19 15:00:00,16.9,-54.5
2019260N13317,JERRY,2019-09-19 18:00:00,17.2,-55.2
2019260N13317,JERRY,2019-09-19 21:00:00,17.5,-55.9
2019260N13317,JERRY,2019-09-20 00:00:00,17.7,-56.6
2019260N13317,JERRY,2019-09-20 03:00:00,17.9,-57.3
2019260N13317,JERRY,2019-09-20 06:00:00,18.1,-58.1
2019260N13317,JERRY,2019-09-20 09:00:00,18.3,-58.9
2019260N13317,JERRY,2019-09-20 12:00:00,18.5,-59.7
2019260N13317,JERRY,2019-09-20 15:00:00,18.8,-60.5
2019260N13317,JERRY,2019-09-20 18:00:00,19.2,-61.2
2019260N13317,JERRY,2019-09-20 21:00:00,19.6,-61.8
2019260N13317,JERRY,2019-09-21 00:00:00,20.1,-62.4
2019260N13317,JERRY,2019-09-21 03:00:00,20.6,-63.0
2019260N13317,JERRY,2019-09-21 06:00:00,21.0,-63.5
2019260N13317,JERRY,2019-09-21 09:00:00,21.4,-64.0
2019260N13317,JERRY,2019-09-21 12:00:00,21.7,-64.5
2019260N13317,JERRY,2019-09-21 15:00:00,22.1,-65.0
2019260N13317,JERRY,2019-09-21 18:00:00,22.5,-65.5
2019260N13317,JERRY,2019-09-21 21:00:00,23.0,-65.8
2019260N13317,JERRY,2019-09-22 00:00:00,23.6,-66.1
2019260N13317,JERRY,2019-09-22 03:00:00,24.1,-66.3
2019260N13317,JERRY,2019-09-22 06:00:00,24.5,-66.5
2019260N13317,JERRY,2019-09-22 09:00:00,24.9,-66.6
2019260N13317,JERRY,2019-09-22 12:00:00,25.4,-66.6
2019260N13317,JERRY,2019-09-22 15:00:00,25.9,-66.7
2019260N13317,JERRY,2019-09-22 18:00:00,26.3,-66.8
2019260N13317,JERRY,2019-09-22 21:00:00,26.7,-67.0
2019260N13317,JERRY,2019-09-23 00:00:00,27.0,-67.2
2019260N13317,JERRY,2019-09-23 03:00:00,27.2,-67.5
2019260N13317,JERRY,2019-09-23 06:00:00,27.4,-67.7
2019260N13317,JERRY,2019-09-23 09:00:00,27.5,-67.9
2019260N13317,JERRY,2019-09-23 12:00:00,27.7,-68.0
2019260N13317,JERRY,2019-09-23 15:00:00,27.9,-68.2
2019260N13317,JERRY,2019-09-23 18:00:00,28.2,-68.3
2019260N13317,JERRY,2019-09-23 21:00:00,28.5,-68.5
2019260N13317,JERRY,2019-09-24 00:00:00,28.9,-68.6
2019260N13317,JERRY,2019-09-24 03:00:00,29.3,-68.8
2019260N13317,JERRY,2019-09-24 06:00:00,29.7,-68.9
2019260N13317,JERRY,2019-09-24 09:00:00,30.1,-69.0
2019260N13317,JERRY,2019-09-24 12:00:00,30.5,-69.1
2019260N13317,JERRY,2019-09-24 15:00:00,30.7,-69.1
